Price;Neighbourhood Cleansed;City;Country;Property Type;Room Type;Accommodates;Bathrooms;Security Deposit;Cleaning Fee;Guests Included;Extra People;Amenities;Availability 365;Review Scores Rating
99.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;68;
100.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;55.0;4;30;0;227;98.0
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;100.0;;2;15;0;137;85.0
59.0;Almagro;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;30.0;1;15;0;60;87.0
50.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;299;60.0
60.0;Cologny;Cologny;Switzerland;Apartment;Entire home/apt;2;1.5;;25.0;1;0;0;28;100.0
55.0;Casco Histórico de Barajas;Madrid;Spain;Condominium;Private room;4;0.5;;;2;25;0;0;87.0
21.0;Palomeras Bajas;Madrid;Spain;Apartment;Private room;2;1.0;;;1;15;0;0;80.0
60.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;91.0;25.0;2;20;0;283;95.0
427.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;;1;0;1;178;
150.0;Cortes;Madrid;Spain;House;Entire home/apt;4;2.0;100.0;40.0;4;50;0;230;91.0
40.0;Universidad;Madrid;Spain;House;Entire home/apt;2;1.0;;;1;0;0;0;90.0
90.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;40.0;1;0;0;350;90.0
65.0;Los Angeles;Madrid;Spain;Apartment;Entire home/apt;6;1.0;300.0;30.0;2;5;0;309;93.0
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;7;1.0;150.0;25.0;2;20;0;266;81.0
67.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;25.0;2;10;0;342;100.0
68.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;20.0;3;12;0;240;97.0
33.0;Justicia;Madrid;Spain;Apartment;Private room;2;2.0;100.0;15.0;1;15;0;308;96.0
45.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;125.0;40.0;1;0;0;308;92.0
15.0;Goya;Madrid;Spain;Apartment;Private room;1;1.5;;;1;0;0;18;100.0
75.0;Jerónimos;Madrid;Spain;Apartment;Entire home/apt;5;1.0;200.0;;4;20;0;217;89.0
81.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;32.0;2;11;0;324;78.0
80.0;Fontarrón;Madrid;Spain;Apartment;Entire home/apt;5;1.0;250.0;30.0;5;15;0;264;100.0
20.0;Universidad;Madrid;Spain;Bed & Breakfast;Private room;1;1.5;;;1;0;0;0;
49.0;Pacífico;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;15.0;1;10;0;288;
25.0;Ciudad Jardín;Madrid;Spain;Apartment;Private room;2;1.0;;;1;10;0;186;98.0
180.0;Castellana;Madrid;Spain;Apartment;Entire home/apt;3;1.0;500.0;250.0;1;0;0;250;
79.0;Tower Hamlets;London;United Kingdom;House;Private room;2;1.0;;15.0;2;49;0;365;
61.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;15.0;2;30;0;242;96.0
25.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.5;;;1;5;0;164;78.0
;Andratx;Andratx;Spain;Villa;Entire home/apt;16;5.0;;400.0;1;0;1;355;
31.0;Justicia;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;57;87.0
20.0;Embajadores;Madrid;Spain;Apartment;Private room;2;3.0;;;1;0;0;365;
55.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;0;100.0
65.0;Prosperidad;Madrid;Spain;Apartment;Entire home/apt;5;1.0;100.0;;3;10;0;159;100.0
330.0;Trafalgar;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;365;
100.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;6;3.0;200.0;50.0;2;15;0;311;92.0
22.0;Bellas Vistas;Madrid;Spain;Apartment;Private room;1;1.0;90.0;;1;10;0;18;87.0
20.0;Moscardó;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;148;87.0
50.0;Casco Histórico de Vallecas;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;1;364;
65.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;;1;0;0;283;96.0
150.0;Ibiza;Madrid;Spain;Apartment;Entire home/apt;5;2.5;500.0;75.0;3;25;0;340;
49.0;Casco Histórico de Vallecas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;1;359;
21.0;Casa de Campo;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;5;0;146;88.0
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;10.0;2;6;0;275;86.0
150.0;Centrum-Oost;Amsterdam;Netherlands;Apartment;Entire home/apt;2;1.0;200.0;27.0;1;10;0;114;95.0
40.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;20.0;1;0;0;72;100.0
51.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;15.0;2;10;0;244;93.0
80.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;2.0;200.0;25.0;1;0;0;86;100.0
300.0;North Sydney;North Sydney;Australia;Apartment;Entire home/apt;3;1.0;;;1;0;0;358;
20.0;Palacio;Madrid;Spain;Bed & Breakfast;Shared room;10;0.0;;;1;20;0;342;93.0
68.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;;2;12;0;253;98.0
30.0;Justicia;Madrid;Spain;Apartment;Private room;2;1.0;;20.0;2;10;0;341;60.0
15.0;Aguilas;Madrid;Spain;Apartment;Shared room;1;1.0;300.0;5.0;1;0;0;89;
45.0;Chopera;Madrid;Spain;Apartment;Entire home/apt;3;1.0;100.0;;1;0;0;300;
27.0;Fontarrón;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;1;10;0;315;95.0
85.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;40.0;2;20;0;0;88.0
25.0;Justicia;Madrid;Spain;Apartment;Private room;1;1.0;;5.0;1;0;0;62;95.0
16.0;Palomeras Bajas;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;163;87.0
40.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;0;
195.0;Niagara;Toronto;Canada;Apartment;Entire home/apt;4;2.0;300.0;;1;0;1;0;100.0
130.0;Inca;Inca;Spain;House;Entire home/apt;10;3.0;;120.0;8;16;1;263;90.0
14.0;Opañel;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;362;97.0
375.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;8;2.0;300.0;120.0;1;0;0;53;92.0
49.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;30.0;3;10;0;352;47.0
99.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;200.0;7;30;0;293;93.0
40.0;Delicias;Madrid;Spain;Apartment;Private room;2;1.5;;;1;0;0;331;96.0
55.0;Quintana;Madrid;Spain;Apartment;Entire home/apt;3;1.0;100.0;20.0;2;0;0;265;100.0
250.0;Vallehermoso;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;;1;0;0;364;
120.0;Pacífico;Madrid;Spain;Other;Entire home/apt;7;2.0;96.0;50.0;3;12;0;325;94.0
42.0;Bellas Vistas;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;6.0;1;0;0;244;88.0
70.0;Quintana;Madrid;Spain;Apartment;Entire home/apt;5;2.0;150.0;;2;10;0;98;83.0
28.0;Palacio;Madrid;Spain;Apartment;Private room;2;2.0;;15.0;1;5;0;92;
139.0;l'Antiga Esquerra de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;6;1.0;350.0;30.0;3;25;0;339;93.0
50.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;0;329;94.0
55.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;15.0;5;20;0;321;73.0
120.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;350.0;;1;0;0;1;100.0
125.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;2.5;750.0;75.0;2;25;0;307;
40.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;100.0;5.0;3;0;0;0;100.0
90.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;5;1.0;200.0;30.0;4;15;0;290;88.0
23.0;Trafalgar;Madrid;Spain;House;Private room;9;2.0;88.0;20.0;1;22;0;365;90.0
59.0;Palacio;Madrid;Spain;Loft;Entire home/apt;2;1.0;;12.0;2;0;0;56;80.0
116.0;I Centro Storico;Roma;Italy;Apartment;Entire home/apt;4;1.5;100.0;30.0;1;0;0;339;94.0
40.0;Saint-Josse-ten-Noode;Saint-Josse-ten-Noode;Belgium;House;Private room;2;1.0;;15.0;1;0;0;319;95.0
75.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;6;1.0;200.0;45.0;2;20;0;305;95.0
365.0;Jerónimos;Madrid;Spain;Apartment;Entire home/apt;16;5.0;400.0;85.0;5;37;0;267;98.0
95.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;50.0;1;0;0;143;94.0
115.0;Embajadores;Madrid;Spain;Loft;Entire home/apt;5;1.0;200.0;50.0;4;25;0;357;
190.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;8;2.0;300.0;70.0;4;20;0;318;97.0
45.0;Rios Rosas;Madrid;Spain;Apartment;Private room;1;1.5;;;1;0;0;359;100.0
45.0;Ealing;London;United Kingdom;Apartment;Entire home/apt;2;1.0;;10.0;2;10;0;17;86.0
25.0;Embajadores;Madrid;Spain;Apartment;Private room;2;2.0;;15.0;1;5;0;273;100.0
99.0;Sol;Madrid;Spain;Loft;Entire home/apt;5;1.0;150.0;49.0;2;15;0;280;100.0
30.0;Gaztambide;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;350.0;20.0;1;8;0;364;88.0
70.0;Vallehermoso;Madrid;Spain;Apartment;Private room;2;1.5;;;1;0;0;0;
25.0;Alameda de Osuna;Madrid;Spain;Apartment;Private room;1;1.0;;;1;20;0;279;98.0
25.0;Prenzlauer Berg Süd;Berlin;Germany;Apartment;Private room;2;1.5;;;2;20;0;12;100.0
37.0;Justicia;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;0;365;100.0
15.0;Entrevías;Madrid;Spain;Condominium;Private room;2;1.0;;;1;15;0;0;
10.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;46;100.0
53.0;Imperial;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;30.0;2;12;0;166;
281.0;Palomas;Madrid;Spain;House;Entire home/apt;8;3.5;469.0;94.0;1;0;1;330;100.0
11.0;Argüelles;Madrid;Spain;Apartment;Shared room;10;1.0;;;1;15;0;365;30.0
55.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;17.0;1;0;0;0;100.0
35.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;15.0;1;0;0;0;91.0
125.0;Valdefuentes;Madrid;Spain;Loft;Entire home/apt;5;2.0;250.0;;3;25;0;347;85.0
40.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;2;20;0;140;100.0
44.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;172;90.0
100.0;Sol;Madrid;Spain;Condominium;Entire home/apt;5;1.0;100.0;20.0;1;0;0;313;
99.0;Palacio;Madrid;Spain;House;Entire home/apt;4;1.0;100.0;30.0;2;0;0;310;
89.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;40.0;2;0;0;65;100.0
45.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;100.0;10.0;1;0;0;0;96.0
45.0;San Isidro;Madrid;Spain;Loft;Entire home/apt;2;1.0;;;1;0;0;333;87.0
30.0;Ibiza;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;73;89.0
45.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;93;96.0
25.0;Ciudad Jardín;Madrid;Spain;Apartment;Private room;2;1.0;300.0;30.0;1;25;0;345;96.0
50.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;;1;0;0;221;
80.0;Casa de Campo;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;20.0;1;0;0;8;95.0
99.0;Puerta del Angel;Madrid;Spain;Condominium;Entire home/apt;5;1.0;150.0;;4;20;0;74;95.0
75.0;Hispanoamérica;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;30.0;1;0;0;82;100.0
89.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;313;
30.0;Prosperidad;Madrid;Spain;Apartment;Private room;2;1.5;;;1;0;0;68;100.0
110.0;Cortes;Madrid;Spain;Condominium;Entire home/apt;4;1.0;175.0;50.0;1;0;0;320;100.0
90.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;2;15;0;340;96.0
55.0;Goya;Madrid;Spain;Apartment;Private room;2;2.0;200.0;30.0;1;0;0;74;100.0
115.0;Theaterbuurt-Meir;Antwerpen;Belgium;Apartment;Entire home/apt;2;1.0;500.0;30.0;1;0;0;260;100.0
120.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;3;1.5;;20.0;1;0;0;24;85.0
90.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;6;3.0;;60.0;2;20;0;332;97.0
65.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;20.0;1;0;0;279;90.0
52.0;Castellana;Madrid;Spain;Apartment;Entire home/apt;4;1.0;250.0;20.0;2;25;0;311;
170.0;Hackney;London;United Kingdom;Apartment;Entire home/apt;4;2.0;600.0;40.0;1;0;0;0;100.0
53.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;3;1.0;200.0;15.0;2;5;0;23;100.0
95.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;35.0;1;0;0;319;80.0
89.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.5;200.0;30.0;1;0;0;334;94.0
60.0;Acacias;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;30.0;2;12;0;316;85.0
95.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;4;1.5;200.0;20.0;2;15;0;0;89.0
25.0;Rios Rosas;Madrid;Spain;Apartment;Private room;2;3.0;;30.0;1;0;0;82;67.0
32.0;Cortes;Madrid;Spain;Apartment;Private room;1;3.0;;;1;0;0;311;
12.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;1;1.0;100.0;;1;5;0;365;67.0
24.0;Justicia;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;0;
30.0;Embajadores;Madrid;Spain;Apartment;Private room;3;0.5;100.0;15.0;1;0;0;105;93.0
22.0;Ciudad Universitaria;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;359;100.0
190.0;Embajadores;Madrid;Spain;House;Entire home/apt;6;2.0;;;6;20;0;0;93.0
14.0;Justicia;Madrid;Spain;Dorm;Shared room;10;2.0;;;1;14;0;351;82.0
160.0;Sunset Park;Brooklyn;United States;Apartment;Entire home/apt;5;1.0;150.0;70.0;3;5;0;57;93.0
45.0;Justicia;Madrid;Spain;Apartment;Private room;2;1.0;;15.0;1;0;0;342;92.0
16.0;Lucero;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;11;0;0;100.0
31.0;Sol;Madrid;Spain;Apartment;Private room;2;5.0;200.0;;1;0;0;0;40.0
79.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;25;0;211;
35.0;Acacias;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;0;96.0
10.0;Opañel;Madrid;Spain;House;Private room;2;2.0;;;1;5;0;68;
45.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;224;97.0
42.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;6.0;2;10;0;75;92.0
57.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;8;0;319;98.0
260.0;Campos;Campos;Spain;House;Entire home/apt;7;2.5;350.0;;6;0;1;206;100.0
35.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;15.0;2;10;0;147;88.0
45.0;Cortes;Madrid;Spain;Bed & Breakfast;Private room;2;1.0;94.0;20.0;1;10;0;154;98.0
186.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;8;2.0;96.0;30.0;4;15;0;329;73.0
210.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;7;2.5;250.0;80.0;1;0;0;270;94.0
150.0;Justicia;Madrid;Spain;Loft;Entire home/apt;3;1.0;;;1;0;0;0;
26.0;Trafalgar;Madrid;Spain;Apartment;Private room;2;2.0;;;1;0;0;356;85.0
62.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;200.0;19.0;2;28;0;128;94.0
38.0;Sol;Madrid;Spain;Apartment;Private room;1;3.0;200.0;30.0;1;0;0;310;
45.0;Fuente del Berro;Madrid;Spain;Condominium;Entire home/apt;2;1.0;150.0;15.0;1;10;1;85;96.0
100.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;300.0;;1;0;0;341;76.0
180.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;200.0;1;0;0;328;100.0
19.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;1;2.0;200.0;;1;0;0;10;
65.0;Concepción;Madrid;Spain;Loft;Entire home/apt;4;1.0;;;1;0;0;0;97.0
40.0;La Paz;Madrid;Spain;Apartment;Shared room;2;1.0;100.0;6.0;1;0;0;90;
59.0;Puerta Bonita;Madrid;Spain;House;Entire home/apt;2;1.0;;20.0;1;0;0;56;87.0
70.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;;2;0;0;237;87.0
99.0;Comillas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;500.0;25.0;1;15;0;88;
99.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;8;1.0;250.0;25.0;1;0;0;233;90.0
60.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;301;92.0
50.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;0;297;95.0
75.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;218;
969.0;Central & Western;Hong Kong;Hong Kong;Apartment;Entire home/apt;3;1.0;;233.0;1;0;0;3;100.0
127.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;9;1.0;;13.0;2;19;0;17;100.0
20.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;5.0;1;0;0;133;89.0
53.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;279;
66.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;7;1.0;90.0;30.0;4;17;0;251;83.0
47.0;Forest Hill South;Toronto;Canada;House;Private room;2;3.5;;15.0;1;15;0;338;91.0
400.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;16;6.0;500.0;150.0;1;0;0;260;96.0
45.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;10.0;2;10;0;0;87.0
50.0;Ibiza;Madrid;Spain;House;Private room;2;1.0;;50.0;1;30;0;90;
75.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;40.0;2;10;0;113;95.0
68.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;130.0;28.0;2;10;0;107;100.0
35.0;Embajadores;Madrid;Spain;Apartment;Private room;2;0.0;;;1;0;0;356;89.0
120.0;Alaró;Alaró;Spain;Apartment;Entire home/apt;5;1.0;;30.0;2;10;0;287;94.0
75.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;2;15;0;126;99.0
141.0;Almagro;Madrid;Spain;House;Entire home/apt;4;2.0;100.0;35.0;2;15;0;156;87.0
70.0;Arapiles;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;312;76.0
75.0;Guindalera;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;30.0;1;0;0;165;100.0
23.0;Lista;Madrid;Spain;Apartment;Private room;2;1.0;;;1;13;1;180;95.0
42.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;25.0;1;0;0;67;73.0
26.0;Justicia;Madrid;Spain;Apartment;Private room;1;2.0;;10.0;1;0;0;288;93.0
175.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;40.0;1;0;0;81;98.0
35.0;Castellana;Madrid;Spain;Apartment;Shared room;2;1.0;;;1;0;0;324;98.0
85.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;30.0;2;12;0;337;82.0
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;10.0;1;0;0;333;91.0
120.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;25.0;2;10;0;342;
80.0;Panthéon;Paris;France;Apartment;Entire home/apt;2;1.0;100.0;20.0;1;0;0;209;94.0
33.0;San Diego;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;5;0;33;79.0
41.0;Embajadores;Madrid;Spain;Apartment;Private room;1;2.0;200.0;30.0;1;0;0;31;
20.0;Valdezarza;Madrid;Spain;Apartment;Private room;2;1.0;;;1;7;0;365;96.0
50.0;Corralejos;Madrid;Spain;Chalet;Private room;2;1.0;;;1;0;0;113;100.0
85.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;5;0;275;94.0
80.0;Cortes;Madrid;Spain;Apartment;Private room;2;2.0;;15.0;1;0;0;71;
78.0;Los Rosales;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;365;
74.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;299;95.0
60.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;0;100.0
212.0;la Vila de Gràcia;Barcelona;Spain;Apartment;Entire home/apt;6;2.0;;;1;0;0;0;80.0
79.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;30.0;1;10;0;142;
95.0;Palacio;Madrid;Spain;House;Entire home/apt;7;1.0;;30.0;2;25;0;92;
85.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;20.0;2;15;0;285;98.0
25.0;Justicia;Madrid;Spain;Apartment;Private room;2;3.0;;15.0;1;0;0;281;
16.0;Almendrales;Madrid;Spain;Apartment;Private room;1;1.0;90.0;9.0;1;0;0;70;93.0
10.0;Vista Alegre;Madrid;Spain;Apartment;Shared room;1;1.0;;5.0;1;0;0;163;100.0
29.0;Palacio;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;219;
130.0;el Barri Gòtic;Barcelona;Spain;Loft;Entire home/apt;2;1.0;;50.0;1;0;0;328;100.0
65.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;15.0;2;10;0;305;97.0
125.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;;2;5;0;333;95.0
29.0;Embajadores;Madrid;Spain;Other;Private room;2;1.0;;10.0;1;0;0;71;93.0
75.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;25.0;1;0;0;341;100.0
25.0;Delicias;Madrid;Spain;House;Private room;2;2.0;;;1;0;0;351;90.0
28.0;el Poble Sec;Barcelona;Spain;Apartment;Private room;2;1.0;;5.0;1;5;0;0;87.0
59.0;Cuatro Caminos;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;35.0;2;12;0;284;100.0
45.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;25.0;2;7;0;137;97.0
65.0;Palacio;Madrid;Spain;Apartment;Private room;2;2.0;;;1;0;0;2;
80.0;Imperial;Madrid;Spain;Apartment;Private room;1;1.0;100.0;5.0;1;0;0;89;83.0
78.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.0;;;1;28;0;311;90.0
39.0;Buenavista;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;20.0;2;12;1;75;97.0
90.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;250.0;40.0;2;40;0;69;97.0
20.0;Puerta del Angel;Madrid;Spain;House;Private room;3;1.0;;;1;20;0;359;100.0
59.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;25.0;1;10;0;38;
100.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;30.0;1;0;0;18;
25.0;Almendrales;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;364;90.0
45.0;Temple;Paris;France;Apartment;Entire home/apt;4;1.0;300.0;25.0;2;15;0;71;89.0
149.0;Bernal Heights;San Francisco;United States;Condominium;Entire home/apt;3;1.0;575.0;170.0;2;75;0;79;94.0
60.0;la Vila de Gràcia;Barcelona;Spain;Apartment;Entire home/apt;2;1.0;100.0;20.0;1;0;0;0;84.0
35.0;el Parc i la Llacuna del Poblenou;Barcelona;Spain;Apartment;Private room;1;2.0;;5.0;1;0;0;364;100.0
85.0;Rios Rosas;Madrid;Spain;House;Entire home/apt;3;1.0;;25.0;2;10;0;50;99.0
215.0;Merton;London;United Kingdom;Apartment;Entire home/apt;4;2.0;;;1;0;0;26;90.0
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;20.0;2;15;0;226;94.0
84.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;5;1.0;100.0;15.0;4;10;0;50;95.0
120.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;3;1.0;500.0;30.0;1;0;0;74;
45.0;San Diego;Madrid;Spain;Loft;Entire home/apt;3;1.0;300.0;;2;0;0;63;97.0
70.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;29.0;3;10;0;296;92.0
60.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;25.0;2;12;0;315;98.0
27.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;18.0;1;0;0;303;93.0
50.0;Delicias;Madrid;Spain;House;Entire home/apt;4;1.0;100.0;;1;0;0;257;
51.0;La Paz;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;20.0;1;0;0;342;
40.0;Justicia;Madrid;Spain;Apartment;Private room;1;1.0;;10.0;1;0;0;364;93.0
93.0;Sant Pere, Santa Caterina i la Ribera;Barcelona;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;37;90.0
110.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;7;2.0;200.0;60.0;2;10;0;323;93.0
40.0;Pacífico;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;2;15;0;0;
42.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;1;0;0;60;86.0
17.0;Vista Alegre;Madrid;Spain;Apartment;Private room;2;1.0;;10.0;1;10;0;351;100.0
33.0;Atocha;Madrid;Spain;Apartment;Private room;2;1.0;;12.0;2;0;1;53;100.0
310.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;250.0;1;0;0;280;60.0
