Price;Neighbourhood Cleansed;City;Country;Property Type;Room Type;Accommodates;Bathrooms;Security Deposit;Cleaning Fee;Guests Included;Extra People;Amenities;Availability 365;Review Scores Rating
22.0;Acacias;Madrid;Spain;Apartment;Private room;2;1.0;100.0;10.0;1;15;0;62;97.0
78.0;Goya;Madrid;Spain;Condominium;Entire home/apt;4;1.0;200.0;35.0;1;5;0;82;80.0
50.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;0;
20.0;Acacias;Madrid;Spain;House;Private room;1;1.0;;;1;0;0;81;95.0
85.0;Costillares;Madrid;Spain;Apartment;Entire home/apt;4;2.0;200.0;30.0;4;10;1;365;87.0
240.0;Hôtel-de-Ville;Paris;France;Apartment;Entire home/apt;5;1.5;;;1;0;0;322;95.0
96.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;120.0;30.0;1;0;1;138;99.0
65.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.5;200.0;15.0;1;0;0;256;100.0
150.0;la Dreta de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;4;2.0;360.0;70.0;3;20;0;140;100.0
325.0;Almagro;Madrid;Spain;Apartment;Entire home/apt;7;4.0;425.0;110.0;5;25;0;311;
206.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;2.0;500.0;50.0;1;0;0;290;93.0
427.0;I Centro Storico;Roma;Italy;Apartment;Entire home/apt;12;3.0;;40.0;1;0;0;158;98.0
148.0;Guindalera;Madrid;Spain;Apartment;Entire home/apt;8;2.0;100.0;50.0;6;15;0;304;94.0
60.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;2;1.0;90.0;10.0;1;0;0;8;97.0
198.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;12;2.0;300.0;60.0;6;40;0;346;
98.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;5;2.0;100.0;50.0;2;10;0;291;85.0
75.0;Niño Jesús;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;10.0;3;10;1;319;89.0
149.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;2.0;125.0;24.0;2;25;0;233;92.0
20.0;Vallehermoso;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;0;
408.0;Valdeacederas;马德里;Spain;House;Private room;2;1.0;;;1;0;0;365;
125.0;Goya;Madrid;Spain;Apartment;Private room;2;1.5;110.0;15.0;1;0;0;364;
26.0;Cármenes;Madrid;Spain;Other;Private room;2;1.0;;;1;0;0;0;100.0
85.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;25.0;2;15;0;259;97.0
23.0;Rejas;Madrid;Spain;Apartment;Private room;2;1.0;;;1;5;1;325;100.0
23.0;Argüelles;Madrid;Spain;Apartment;Private room;4;1.0;88.0;20.0;1;22;0;352;87.0
40.0;San Pascual;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;150;79.0
55.0;Goya;Madrid;Spain;House;Private room;3;2.0;200.0;10.0;1;15;0;148;78.0
12.0;Universidad;Madrid;Spain;Apartment;Private room;2;1.5;;10.0;1;5;0;64;93.0
49.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;1;0;0;364;82.0
70.0;Universidad;Madrid;Spain;House;Private room;2;2.0;100.0;10.0;1;0;0;50;100.0
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;25.0;1;0;0;264;93.0
300.0;Sant Llorenç des Cardassar;Sant Llorenç des Cardassar;Spain;House;Entire home/apt;10;4.0;;;1;0;0;114;80.0
55.0;Palacio;Madrid;Spain;Condominium;Entire home/apt;4;1.0;100.0;15.0;3;8;0;13;98.0
29.0;Argüelles;Madrid;Spain;House;Private room;1;0.0;;;1;0;0;281;
46.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;25.0;2;10;0;256;85.0
60.0;Almenara;Madrid;Spain;House;Entire home/apt;4;1.0;;;1;0;0;0;96.0
69.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;5;1.0;100.0;25.0;2;10;0;106;93.0
75.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;30.0;1;25;1;284;96.0
90.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;1.0;300.0;40.0;2;25;0;287;92.0
150.0;Casa de Campo;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;20.0;1;0;0;193;100.0
65.0;Sol;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;20;0;344;89.0
90.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;2.0;200.0;50.0;1;0;0;307;94.0
11.0;Argüelles;Madrid;Spain;Apartment;Shared room;10;1.0;;;1;15;0;361;
70.0;Valdeacederas;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;1;0;0;349;88.0
25.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;1;1.0;;25.0;1;10;0;180;
160.0;Alcúdia;Alcúdia;Spain;Apartment;Entire home/apt;4;2.0;;;1;0;0;228;
50.0;Goya;Madrid;Spain;Other;Entire home/apt;4;2.0;;20.0;1;0;0;0;100.0
60.0;Embajadores;Madrid;Spain;House;Entire home/apt;2;1.0;;;1;0;0;72;95.0
79.0;Argüelles;Madrid;Spain;Apartment;Entire home/apt;4;1.5;100.0;25.0;2;12;0;179;92.0
103.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;3;1.5;750.0;;1;0;0;344;91.0
60.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;18.0;1;0;0;40;94.0
75.0;Numancia;Madrid;Spain;Apartment;Entire home/apt;5;2.0;500.0;40.0;2;15;0;251;
120.0;Sol;Madrid;Spain;Condominium;Entire home/apt;4;2.0;;;1;0;0;0;
35.0;Moscardó;Madrid;Spain;Apartment;Entire home/apt;3;1.0;150.0;60.0;2;5;0;342;
89.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;1;0;0;198;80.0
77.0;Sol;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;45.0;1;0;0;280;
60.0;Acacias;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;0;
21.0;Delicias;Madrid;Spain;House;Private room;4;2.5;450.0;30.0;1;23;0;363;
15.0;Arcos;Madrid;Spain;Condominium;Private room;2;1.0;;;1;5;0;126;86.0
115.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;2;10;0;332;100.0
40.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;10.0;2;0;0;323;81.0
54.0;Sol;Madrid;Spain;Apartment;Entire home/apt;5;1.0;150.0;20.0;2;15;0;304;94.0
79.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;279;93.0
38.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;19.0;3;14;0;226;82.0
299.0;la Dreta de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;8;2.0;250.0;79.0;2;39;0;307;89.0
75.0;Valverde;Madrid;Spain;Condominium;Entire home/apt;4;2.0;300.0;60.0;2;10;1;100;97.0
85.0;Lista;Madrid;Spain;Apartment;Entire home/apt;7;1.0;150.0;40.0;3;20;0;349;85.0
100.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;2.0;100.0;30.0;5;30;0;9;100.0
258.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;77.0;1;0;0;135;100.0
39.0;Lambeth;London;United Kingdom;House;Private room;2;1.0;;;1;0;0;0;100.0
45.0;Almagro;Madrid;Spain;Bed & Breakfast;Private room;1;6.0;85.0;;1;45;0;97;
30.0;Palacio;Madrid;Spain;Apartment;Private room;2;1.0;300.0;;1;20;0;314;98.0
43.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;11;0;340;83.0
125.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;;1;0;0;299;96.0
105.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;95;
60.0;Simancas;Madrid;Spain;Loft;Entire home/apt;4;1.0;100.0;;1;10;1;341;79.0
85.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.5;;20.0;1;0;0;0;87.0
35.0;Cuatro Caminos;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;15.0;2;6;0;18;97.0
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;10.0;1;10;0;62;90.0
65.0;Almenara;Madrid;Spain;Apartment;Entire home/apt;4;1.0;500.0;30.0;1;0;0;0;
43.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;31;100.0
50.0;Opañel;Madrid;Spain;House;Entire home/apt;3;1.0;150.0;;1;0;0;93;100.0
48.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;5.0;1;0;0;4;100.0
46.0;Waverley;Bondi Beach;Australia;Apartment;Shared room;1;1.0;;;1;0;0;0;
70.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;100.0;;1;0;0;0;100.0
20.0;el Camp d'en Grassot i Gràcia Nova;Barcelona;Spain;Apartment;Private room;2;1.5;;;1;10;0;0;
31.0;Sol;Madrid;Spain;Apartment;Private room;1;2.0;200.0;30.0;1;0;0;311;
139.0;Jerónimos;Madrid;Spain;Apartment;Entire home/apt;2;2.0;;77.0;2;26;0;202;100.0
120.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;9;2.0;;;1;0;0;0;89.0
183.0;Lloret de Vistalegre;Lloret de Vistalegre;Spain;House;Entire home/apt;6;2.0;300.0;170.0;1;0;1;169;98.0
15.0;Simancas;Madrid;Spain;Condominium;Private room;1;1.0;;5.0;1;5;0;358;80.0
40.0;Canillas;Madrid;Spain;Apartment;Private room;2;1.0;100.0;;1;0;0;51;
75.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;45.0;2;15;0;235;92.0
250.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;2.5;300.0;90.0;1;0;0;184;100.0
495.0;Llucmajor;Maioris Decima;Spain;House;Entire home/apt;8;4.0;500.0;325.0;4;0;1;284;94.0
52.0;Zofío;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;;1;0;0;322;82.0
30.0;Universidad;Madrid;Spain;Apartment;Private room;2;2.0;90.0;20.0;1;15;0;305;96.0
16.0;Palomeras Bajas;Madrid;Spain;House;Private room;1;1.0;;5.0;1;0;0;283;94.0
90.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;5;1.0;200.0;30.0;2;10;0;363;92.0
160.0;Goya;Madrid;Spain;Apartment;Entire home/apt;6;2.0;250.0;49.0;4;10;0;251;88.0
84.0;Sol;Madrid;Spain;Apartment;Private room;2;1.0;;;1;25;0;179;
175.0;Pollença;Pollença;Spain;Apartment;Entire home/apt;6;2.0;500.0;;4;30;1;106;98.0
80.0;Wandsworth;London;United Kingdom;Apartment;Entire home/apt;4;1.0;;;2;10;0;0;90.0
150.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;4;3.0;300.0;50.0;2;50;0;157;95.0
71.0;Fuente del Berro;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;357;86.0
200.0;Almagro;Madrid;Spain;Apartment;Entire home/apt;4;2.0;462.0;50.0;1;0;0;94;
49.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;30.0;1;0;0;175;60.0
30.0;Universidad;Madrid;Spain;Apartment;Private room;1;2.0;200.0;30.0;1;0;0;341;
25.0;Pinar del Rey;Madrid;Spain;Apartment;Private room;2;1.0;;;1;15;0;363;100.0
26.0;Rios Rosas;Madrid;Spain;Apartment;Private room;2;1.0;99.0;10.0;1;10;0;16;94.0
45.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;25.0;1;0;0;289;80.0
68.0;Embajadores;Madrid;Spain;Other;Entire home/apt;3;1.0;150.0;36.0;1;0;0;338;85.0
75.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;30.0;2;25;0;295;88.0
60.0;Moscardó;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;;1;0;0;310;96.0
45.0;Manacor;Manacor;Spain;Apartment;Entire home/apt;3;1.0;200.0;;1;15;0;365;90.0
32.0;Corralejos;Madrid;Spain;Bed & Breakfast;Private room;5;1.0;;;1;9;1;33;97.0
73.0;Batignolles-Monceau;Paris;France;Apartment;Entire home/apt;6;1.0;;40.0;2;10;0;0;93.0
65.0;Alexanderplatz;Berlin;Germany;Apartment;Private room;1;1.0;;30.0;1;0;0;359;90.0
56.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;3;1.0;100.0;;2;12;0;163;94.0
24.0;Palos de Moguer;Madrid;Spain;Apartment;Private room;1;1.0;;5.0;1;0;0;259;90.0
19.0;Goya;Madrid;Spain;Apartment;Private room;1;1.0;;15.0;1;0;1;365;100.0
60.0;Nueva España;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;;1;0;0;97;93.0
50.0;Justicia;Madrid;Spain;Other;Private room;2;1.0;;20.0;1;0;0;365;100.0
25.0;Imperial;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;30;100.0
90.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;30.0;1;0;0;304;84.0
66.0;Marrickville;Lewisham;Australia;House;Private room;2;0.0;;;1;0;0;0;
70.0;Lista;Madrid;Spain;Apartment;Entire home/apt;7;2.0;100.0;60.0;1;5;0;264;92.0
17.0;Casco Histórico de Vicálvaro;Madrid;Spain;Apartment;Private room;1;2.0;;;1;12;0;365;
20.0;Embajadores;Madrid;Spain;House;Private room;1;1.0;;;1;0;0;231;
90.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;40.0;1;0;0;291;96.0
68.0;Alcúdia;Alcúdia;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;275;
20.0;Vista Alegre;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;0;296;
145.0;l'Antiga Esquerra de l'Eixample;Barcelona;Spain;Apartment;Entire home/apt;7;2.0;350.0;35.0;3;25;0;301;80.0
12.0;Delicias;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;0;93.0
22.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;361;
90.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;96.0;30.0;2;15;0;301;92.0
28.0;Butarque;Madrid;Spain;Apartment;Private room;1;1.5;;;1;0;0;0;
24.0;Castillejos;Madrid;Spain;Apartment;Private room;2;1.0;;;1;0;0;46;
53.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;30.0;2;14;0;30;100.0
45.0;Vista Alegre;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;1;0;0;184;90.0
75.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;2;10;0;268;92.0
36.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;;2;10;0;348;93.0
80.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;8;1.0;200.0;;2;10;0;271;78.0
75.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;1;0;0;334;97.0
39.0;Goya;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;281;98.0
50.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;7;1.0;200.0;30.0;4;20;0;96;80.0
25.0;Embajadores;Madrid;Spain;Apartment;Private room;2;1.0;;27.0;1;13;0;0;100.0
36.0;Palacio;Madrid;Spain;Apartment;Private room;2;1.0;;15.0;1;0;0;253;96.0
35.0;Tower Hamlets;London;United Kingdom;Apartment;Private room;2;1.0;;;1;0;0;0;
80.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;25.0;1;0;0;249;80.0
65.0;Justicia;Madrid;Spain;Other;Private room;1;1.0;;;1;0;0;97;86.0
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;90.0;25.0;1;0;0;250;94.0
30.0;Sant Pere, Santa Caterina i la Ribera;Barcelona;Spain;Apartment;Private room;2;1.0;100.0;20.0;1;20;0;258;100.0
69.0;Sol;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;30.0;1;0;0;253;89.0
50.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;20.0;2;0;0;251;82.0
70.0;Casco Histórico de Vallecas;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;;1;0;1;0;100.0
27.0;Embajadores;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;364;95.0
60.0;Palacio;Madrid;Spain;House;Private room;2;1.0;;;1;0;0;352;93.0
18.0;Guindalera;Madrid;Spain;Apartment;Private room;2;1.0;;;1;17;0;280;87.0
25.0;Embajadores;Madrid;Spain;Apartment;Private room;2;4.0;;15.0;1;5;0;92;
55.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;110.0;20.0;2;20;0;23;
150.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;4;1.0;300.0;40.0;2;40;0;160;87.0
20.0;Prosperidad;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;88;87.0
40.0;II Parioli/Nomentano;Roma;Italy;Apartment;Private room;3;1.0;;;1;0;0;55;100.0
60.0;Recoletos;Madrid;Spain;Apartment;Private room;4;2.0;;;1;0;0;91;
33.0;Puerta del Angel;Madrid;Spain;Other;Private room;2;1.0;;;2;0;0;330;95.0
95.0;Vallehermoso;Madrid;Spain;Apartment;Entire home/apt;4;2.0;300.0;50.0;3;15;0;136;95.0
84.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;1.0;200.0;35.0;2;13;0;36;100.0
28.0;Cortes;Madrid;Spain;Apartment;Private room;2;1.0;;;1;22;0;0;100.0
65.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;120.0;15.0;1;0;0;120;96.0
80.0;Palacio;Madrid;Spain;Loft;Entire home/apt;4;1.5;96.0;40.0;2;15;0;337;88.0
95.0;Palma de Mallorca;Palma;Spain;Apartment;Entire home/apt;4;1.0;100.0;95.0;4;0;0;249;93.0
90.0;Lista;Madrid;Spain;Apartment;Entire home/apt;5;1.0;200.0;45.0;4;15;0;286;100.0
22.0;San Diego;Madrid;Spain;House;Private room;2;1.5;;12.0;1;16;0;180;92.0
150.0;Almagro;Madrid;Spain;Condominium;Entire home/apt;8;3.0;100.0;200.0;7;0;0;0;
35.0;Casco Histórico de Vicálvaro;Madrid;Spain;Apartment;Entire home/apt;3;1.0;;30.0;1;5;1;189;96.0
42.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;400.0;35.0;1;0;0;0;
180.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;1.0;200.0;20.0;1;0;0;318;87.0
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;2;8;0;338;91.0
19.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;;2;10;0;295;81.0
26.0;Ibiza;Madrid;Spain;Apartment;Private room;1;2.0;;;1;0;0;132;98.0
120.0;Delicias;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;30.0;1;0;0;357;
65.0;Casa de Campo;Madrid;Spain;House;Entire home/apt;11;2.0;;;1;0;0;260;96.0
39.0;Sol;Madrid;Spain;Apartment;Private room;1;2.0;200.0;30.0;1;0;0;40;80.0
145.0;Westminster;London;United Kingdom;Apartment;Entire home/apt;2;1.0;85.0;;1;0;0;52;83.0
95.0;Castillejos;Madrid;Spain;Apartment;Entire home/apt;8;1.0;;40.0;3;12;1;269;97.0
80.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;40.0;2;7;0;278;97.0
35.0;Casco Histórico de Barajas;Madrid;Spain;House;Private room;2;;;12.0;2;10;0;365;92.0
35.0;Imperial;Madrid;Spain;Apartment;Private room;1;1.0;;15.0;1;0;0;335;100.0
49.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;30.0;1;10;0;104;91.0
63.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;35.0;1;0;0;281;100.0
128.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;12;2.0;250.0;50.0;12;0;0;312;97.0
72.0;Pueblo Nuevo;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;20.0;3;10;0;323;93.0
25.0;Embajadores;Madrid;Spain;House;Private room;2;1.0;;;1;10;0;323;90.0
180.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;4;2.0;;;1;0;0;0;
35.0;Nueva España;Madrid;Spain;House;Private room;1;1.0;;;1;30;1;326;89.0
130.0;Goya;Madrid;Spain;Apartment;Entire home/apt;4;1.0;500.0;40.0;1;0;0;334;97.0
58.0;Berruguete;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;;2;5;0;278;89.0
250.0;Cortes;Madrid;Spain;Condominium;Entire home/apt;12;3.0;300.0;60.0;4;25;0;306;99.0
60.0;Palacio;Madrid;Spain;Apartment;Entire home/apt;2;1.0;500.0;20.0;1;10;0;354;92.0
178.0;Justicia;Madrid;Spain;Apartment;Private room;4;1.0;;;1;0;0;36;
140.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;40.0;2;10;0;293;
73.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;40.0;2;15;0;259;87.0
35.0;Hispanoamérica;Madrid;Spain;Apartment;Private room;1;1.0;;;1;20;0;365;93.0
73.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;1;0;0;251;98.0
29.0;San Diego;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;35.0;2;10;0;97;
49.0;Atocha;Madrid;Spain;Apartment;Entire home/apt;4;1.0;150.0;18.0;2;12;0;212;94.0
75.0;Cortes;Madrid;Spain;Apartment;Entire home/apt;2;1.0;200.0;18.0;1;0;0;347;80.0
50.0;Palos de Moguer;Madrid;Spain;Apartment;Entire home/apt;4;1.0;;20.0;1;12;0;27;88.0
32.0;Redbridge;London;United Kingdom;Apartment;Private room;1;1.0;;8.0;1;0;0;348;100.0
29.0;Fuente del Berro;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;25.0;1;0;0;257;90.0
90.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;2.0;190.0;49.0;4;10;0;210;97.0
175.0;Sol;Madrid;Spain;Loft;Entire home/apt;6;1.5;500.0;60.0;4;15;0;306;98.0
20.0;Comillas;Madrid, Comunidad de Madrid, ES;Spain;Apartment;Private room;2;1.0;;10.0;1;10;0;365;
35.0;Cortes;Madrid;Spain;Apartment;Private room;2;2.0;;;1;12;0;107;87.0
25.0;Palacio;Madrid;Spain;Apartment;Private room;2;4.0;;15.0;1;5;0;92;
50.0;Colina;Madrid;Spain;Apartment;Entire home/apt;2;1.0;280.0;50.0;1;0;1;251;89.0
98.0;I Centro Storico;Roma;Italy;Apartment;Entire home/apt;4;1.0;250.0;50.0;2;15;0;258;92.0
143.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;5;1.0;;50.0;1;0;0;364;
20.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;355;87.0
52.0;Trafalgar;Madrid;Spain;Apartment;Entire home/apt;4;1.0;90.0;14.0;2;12;0;321;88.0
12.0;Puerta del Angel;Madrid;Spain;Apartment;Private room;1;1.0;100.0;;1;5;0;365;85.0
77.0;Recoletos;Madrid;Spain;Apartment;Private room;2;1.0;;7.0;1;0;0;0;
70.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;200.0;30.0;2;15;0;347;88.0
250.0;Recoletos;Madrid;Spain;Apartment;Entire home/apt;4;2.5;700.0;140.0;1;0;0;309;
35.0;Aravaca;Madrid;Spain;Apartment;Private room;2;1.0;100.0;10.0;1;0;0;274;100.0
63.0;Dublin City;Kimmage;Ireland;House;Private room;2;1.0;;18.0;1;0;0;125;85.0
24.0;Almenara;Madrid;Spain;Apartment;Private room;1;1.0;;;1;10;0;319;93.0
39.0;Rios Rosas;Madrid;Spain;Apartment;Private room;2;1.0;;5.0;1;10;0;93;
60.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;30.0;1;10;0;274;100.0
80.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;350.0;65.0;2;0;0;6;98.0
50.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;;3;9;0;258;89.0
40.0;Ibiza;Madrid;Spain;Apartment;Private room;1;1.0;;;1;0;0;0;
99.0;Sol;Madrid;Spain;Apartment;Entire home/apt;6;1.0;;20.0;1;0;0;232;96.0
40.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;3;1.0;90.0;;1;0;0;0;
85.0;Sol;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;55.0;2;15;0;221;94.0
75.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;5;1.0;150.0;;1;0;0;230;84.0
140.0;Sant Llorenç des Cardassar;Sant Llorenç des Cardassar;Spain;House;Entire home/apt;6;3.0;;;1;0;0;322;
30.0;Arapiles;Madrid;Spain;Apartment;Private room;1;2.0;200.0;30.0;1;0;0;342;
39.0;Pacífico;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;29.0;2;15;0;305;88.0
29.0;Universidad;Madrid;Spain;Apartment;Private room;1;1.0;;;2;0;0;355;93.0
34.0;Ambroz;Madrid;Spain;Apartment;Entire home/apt;4;1.0;100.0;20.0;1;25;0;244;
69.0;Palacio;Madrid;Spain;Apartment;Private room;4;1.0;;20.0;3;25;0;349;100.0
56.0;el Raval;Barcelona;Spain;Apartment;Entire home/apt;2;1.0;;30.0;2;0;0;215;80.0
40.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;;2;15;0;0;80.0
80.0;Universidad;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;75.0;2;0;0;61;95.0
12.0;Vista Alegre;Madrid;Spain;Apartment;Shared room;1;1.0;;5.0;1;0;0;133;94.0
37.0;Casco Histórico de Barajas;Madrid;Spain;House;Private room;4;1.0;;15.0;2;10;0;360;93.0
200.0;Selva;Búger;Spain;House;Entire home/apt;7;2.0;;120.0;6;25;1;153;90.0
70.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;;25.0;1;5;0;146;92.0
75.0;Canillejas;Madrid;Spain;Loft;Entire home/apt;5;1.5;200.0;20.0;1;0;0;159;90.0
50.0;Puerta del Angel;Madrid;Spain;Apartment;Entire home/apt;3;1.5;;35.0;1;0;0;17;100.0
63.0;Embajadores;Madrid;Spain;Loft;Entire home/apt;4;1.0;100.0;20.0;2;10;1;274;93.0
68.0;Embajadores;Madrid;Spain;Apartment;Entire home/apt;2;1.0;150.0;;1;0;0;275;93.0
75.0;Palma de Mallorca;Palma;Spain;Apartment;Entire home/apt;4;1.0;100.0;45.0;2;0;0;348;
70.0;Palos de Moguer;Madrid;Spain;House;Entire home/apt;5;1.0;96.0;40.0;3;15;0;153;100.0
106.0;Prosperidad;Madrid;Spain;Apartment;Entire home/apt;5;2.0;300.0;50.0;3;7;0;294;98.0
90.0;Palacio;Madrid;Spain;Other;Entire home/apt;6;1.0;;30.0;2;15;0;345;87.0
64.0;Media Legua;Madrid;Spain;Apartment;Entire home/apt;6;2.0;;50.0;6;20;0;219;95.0
74.0;Justicia;Madrid;Spain;Apartment;Entire home/apt;2;1.0;100.0;;1;0;0;351;93.0
